,FIPS,Year,Score_County_2,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank
0,51001,2010,3.0565370218101684,4,0,Good,0,1,6,Lightly_Increase,1,20.0,Possible,1
1,39001,2010,37.92625637500461,38,6,Critical,2,0,-8,Decrease,-2,-40.0,Not_Likely,0
2,42001,2010,7.921755260328577,8,3,Normal,1,0,9,Increase,2,-30.0,Not_Likely,0
3,51510,2010,10.514015147332458,11,6,Normal,1,0,2,Stable,0,27.77777777777778,Possible,1
4,42003,2010,1159.424923362954,1160,4,Severe,3,0,-597,Extremely_Decrease,-3,-31.25,Not_Likely,0
5,21003,2010,13.895820877425239,14,4,Normal,1,0,-6,Lightly_Decrease,-1,-21.428571428571427,Not_Likely,0
6,51007,2010,6.9862948421530175,7,9,Normal,1,-1,-1,Stable,0,-28.571428571428573,Not_Likely,0
7,51013,2010,5.1483564380370925,6,6,Normal,1,1,15,Increase,2,27.77777777777778,Possible,1
8,42005,2010,21.930225387835478,22,3,Critical,2,-1,-9,Decrease,-2,-14.285714285714286,Not_Likely,0
9,39005,2010,0.4609698545569225,1,5,Good,0,2,31,Increase,2,11.11111111111111,Possible,1
10,39007,2010,13.921687843587609,14,0,Normal,1,1,15,Increase,2,30.0,Possible,1
11,39009,2010,48.3710253450845,49,7,Critical,2,0,21,Increase,2,18.75,Possible,1
12,39011,2010,8.48976966651085,9,6,Normal,1,0,-1,Stable,0,-5.0,Not_Likely,0
13,54001,2010,11.355607667514374,12,8,Normal,1,-1,-8,Decrease,-2,-30.0,Not_Likely,0
14,21009,2010,17.43923532890998,18,7,Normal,1,0,-2,Stable,0,-10.0,Not_Likely,0
15,21011,2010,10.728530728683571,11,11,Normal,1,0,-2,Stable,0,-18.75,Not_Likely,0
16,42009,2010,17.98510927506871,18,2,Normal,1,-1,-12,Decrease,-2,-41.666666666666664,Not_Likely,0
17,51019,2010,24.492489078861514,25,9,Critical,2,-1,-6,Lightly_Decrease,-1,-7.6923076923076925,Not_Likely,0
18,21013,2010,26.206826152180053,27,6,Critical,2,-1,-15,Decrease,-2,-6.25,Not_Likely,0
