,Unnamed: 0,FIPS,Year,Score_County_2,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded,is_Affected,is_Affected_Rank
0,0,51001,2016,9.2953136327417,10,0,Normal,1,-1,-7,Lightly_Decrease,-1,-20.0,Not_Likely,0,2.0,Not_Likely,0
1,1,39001,2016,38.078869867897225,39,6,Critical,2,-1,-18,Decrease,-2,-25.0,Not_Likely,0,1.0,Not_Likely,0
2,2,42001,2016,20.423913501352576,21,3,Normal,1,0,0,Stable,0,0.0,Not_Likely,0,24.000000000000004,Possible,1
3,3,51510,2016,8.133402150831595,9,6,Normal,1,-1,-3,Stable,0,16.666666666666668,Possible,1,9.999999999999998,Not_Likely,0
4,4,42003,2016,668.8815867947033,669,4,Severe,3,-1,-621,Extremely_Decrease,-3,-56.25,Not_Likely,0,0.0,Not_Likely,0
5,5,21003,2016,8.732108324770884,9,4,Normal,1,0,4,Stable,0,7.142857142857142,Possible,1,5.714285714285714,Not_Likely,0
6,6,51007,2016,10.671017685472233,11,9,Normal,1,0,-2,Stable,0,-14.285714285714285,Not_Likely,0,0.0,Not_Likely,0
7,7,51013,2016,19.09307307841385,20,6,Normal,1,1,23,Increase,2,16.666666666666668,Possible,1,9.999999999999998,Not_Likely,0
8,8,42005,2016,26.062579136529365,27,3,Critical,2,-1,-17,Decrease,-2,-100.0,Not_Likely,0,0.0,Not_Likely,0
9,9,39005,2016,39.846146760364384,40,5,Critical,2,0,-15,Decrease,-2,0.0,Not_Likely,0,26.666666666666668,Possible,1
10,10,39007,2016,160.0547464599674,161,0,Critical,2,0,-14,Decrease,-2,-30.0,Not_Likely,0,0.0,Not_Likely,0
11,11,39009,2016,34.90917198374015,35,7,Critical,2,-1,-22,Decrease,-2,-31.25,Not_Likely,0,1.25,Not_Likely,0
12,12,39011,2016,2.141661252422096,3,6,Good,0,1,14,Increase,2,-10.0,Not_Likely,0,2.0,Not_Likely,0
13,13,54001,2016,7.91802604926405,8,8,Normal,1,0,0,Stable,0,-15.0,Not_Likely,0,1.0,Not_Likely,0
14,14,21009,2016,7.686308824562478,8,7,Normal,1,0,1,Stable,0,20.0,Possible,1,7.0,Not_Likely,0
15,15,21011,2016,0.5020235826433276,1,11,Good,0,0,0,Stable,0,-31.25,Not_Likely,0,0.625,Not_Likely,0
16,16,42009,2016,5.7089011667610885,6,2,Good,0,1,2,Stable,0,-8.333333333333334,Not_Likely,0,1.6666666666666667,Not_Likely,0
17,17,51019,2016,18.97182553980209,19,9,Normal,1,1,4,Stable,0,-19.23076923076923,Not_Likely,0,0.0,Not_Likely,0
