,Unnamed: 0,FIPS,Year,Score_County_2,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded
0,0,51001,2010,3.0565370218101684,4,0,Good,0,1,6,Lightly_Increase,1,20.0,Possible,1,6.000000000000001
1,1,39001,2010,37.92625637500461,38,6,Critical,2,0,-8,Decrease,-2,-40.0,Not_Likely,0,0.0
2,2,42001,2010,7.921755260328577,8,3,Normal,1,0,9,Increase,2,-30.0,Not_Likely,0,2.0
3,3,51510,2010,10.514015147332458,11,6,Normal,1,0,2,Stable,0,27.777777777777782,Possible,1,20.000000000000004
4,4,42003,2010,1159.424923362954,1160,4,Severe,3,0,-597,Extremely_Decrease,-3,-31.25,Not_Likely,0,0.0
5,5,21003,2010,13.895820877425239,14,4,Normal,1,0,-6,Lightly_Decrease,-1,-21.428571428571427,Not_Likely,0,2.857142857142857
6,6,51007,2010,6.9862948421530175,7,9,Normal,1,-1,-1,Stable,0,-28.57142857142857,Not_Likely,0,0.7142857142857143
7,7,51013,2010,5.1483564380370925,6,6,Normal,1,1,15,Increase,2,27.777777777777782,Possible,1,20.000000000000004
8,8,42005,2010,21.930225387835478,22,3,Critical,2,-1,-9,Decrease,-2,-14.285714285714285,Not_Likely,0,1.4285714285714286
9,9,39005,2010,0.4609698545569225,1,5,Good,0,2,31,Increase,2,11.111111111111109,Possible,1,5.555555555555555
10,10,39007,2010,13.921687843587609,14,0,Normal,1,1,15,Increase,2,30.0,Possible,1,6.000000000000001
11,11,39009,2010,48.3710253450845,49,7,Critical,2,0,21,Increase,2,18.75,Possible,1,6.25
12,12,39011,2010,8.48976966651085,9,6,Normal,1,0,-1,Stable,0,-5.0,Not_Likely,0,13.0
13,13,54001,2010,11.355607667514374,12,8,Normal,1,-1,-8,Decrease,-2,-30.0,Not_Likely,0,0.0
14,14,21009,2010,17.43923532890998,18,7,Normal,1,0,-2,Stable,0,-10.0,Not_Likely,0,4.0
15,15,21011,2010,10.728530728683571,11,11,Normal,1,0,-2,Stable,0,-18.75,Not_Likely,0,0.625
16,16,42009,2010,17.98510927506871,18,2,Normal,1,-1,-12,Decrease,-2,-41.66666666666666,Not_Likely,0,3.3333333333333335
17,17,51019,2010,24.492489078861517,25,9,Critical,2,-1,-6,Lightly_Decrease,-1,-7.6923076923076925,Not_Likely,0,0.7692307692307693
18,18,21013,2010,26.206826152180053,27,6,Critical,2,-1,-15,Decrease,-2,-6.25,Not_Likely,0,5.0
19,19,54003,2010,17.382388761668686,18,5,Normal,1,1,53,Increase,2,20.0,Possible,1,36.0
20,20,42011,2010,34.50337028442792,35,4,Critical,2,0,26,Increase,2,25.0,Possible,1,27.500000000000004
21,21,51021,2010,12.876335194904867,13,6,Normal,1,0,-5,Lightly_Decrease,-1,8.333333333333334,Possible,1,7.499999999999999
22,22,21015,2010,9.257130316598486,10,7,Normal,1,1,27,Increase,2,-22.72727272727273,Not_Likely,0,6.363636363636363
23,23,54005,2010,3.4179749583186583,4,5,Good,0,1,6,Lightly_Increase,1,0.0,Not_Likely,0,12.222222222222223
24,24,21023,2010,4.628953538137198,5,11,Good,0,1,4,Lightly_Increase,1,-35.714285714285715,Not_Likely,0,2.1428571428571432
25,25,54007,2010,11.288140524291398,12,7,Normal,1,-1,-11,Decrease,-2,-27.777777777777782,Not_Likely,0,1.1111111111111112
26,26,21025,2010,13.428710891207867,14,8,Normal,1,-1,-12,Decrease,-2,33.333333333333336,Possible,1,12.000000000000004
27,27,21027,2010,5.71314457426978,6,5,Normal,1,0,2,Stable,0,14.285714285714285,Possible,1,31.428571428571434
28,28,39015,2010,26.976377397485518,27,8,Critical,2,-2,-26,Decrease,-2,-18.181818181818183,Not_Likely,0,2.7272727272727275
29,29,51029,2010,8.898739020337377,9,5,Normal,1,-1,-8,Decrease,-2,-20.83333333333333,Not_Likely,0,0.0
30,30,42017,2010,302.0984602698535,303,3,Severe,3,0,54,Increase,2,-16.666666666666668,Not_Likely,0,18.333333333333336
31,31,21029,2010,8.667968623751953,9,6,Normal,1,1,32,Increase,2,35.0,Possible,1,27.0
32,32,39017,2010,121.97895801181251,122,4,Critical,2,1,18,Increase,2,22.222222222222218,Possible,1,17.777777777777782
