,Unnamed: 0,FIPS,Year,Score_County_2,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded
0,0,51001,2011,9.424487894202732,10,0,Normal,1,0,-2,Stable,0,-50.0,Not_Likely,0,0.0
1,1,39001,2011,29.56623842392566,30,6,Critical,2,-1,-13,Decrease,-2,25.0,Possible,1,5.0
2,2,42001,2011,16.071185940866133,17,3,Normal,1,0,-5,Decrease,-2,70.0,Highly_Possible,2,26.000000000000007
3,3,51510,2011,12.410802153644884,13,6,Normal,1,0,0,Stable,0,0.0,Not_Likely,0,6.666666666666667
4,4,42003,2011,562.900683603267,563,4,Severe,3,0,159,Extremely_Increase,3,-6.25,Not_Likely,0,5.0
5,5,21003,2011,7.68992016227882,8,4,Normal,1,1,16,Increase,2,57.14285714285714,Highly_Possible,2,34.28571428571429
6,6,51007,2011,5.95464471951938,6,9,Good,0,1,6,Increase,2,25.0,Possible,1,10.0
7,7,51013,2011,20.92211833488381,21,6,Critical,2,-1,-12,Decrease,-2,0.0,Not_Likely,0,6.666666666666667
8,8,42005,2011,12.14093302676462,13,3,Normal,1,-1,-10,Decrease,-2,-42.857142857142854,Not_Likely,0,0.0
9,9,39005,2011,31.53828167846229,32,5,Critical,2,0,-2,Stable,0,44.444444444444436,Possible,1,16.666666666666668
10,10,39007,2011,28.69694596387092,29,0,Critical,2,0,40,Increase,2,20.0,Possible,1,44.00000000000001
11,11,39009,2011,69.16107830225907,70,7,Critical,2,0,-8,Decrease,-2,-43.75,Not_Likely,0,2.5
12,12,39011,2011,7.851147887507932,8,6,Normal,1,1,16,Increase,2,5.0,Possible,1,28.0
13,13,54001,2011,3.8380259287627214,4,8,Good,0,1,6,Increase,2,25.0,Possible,1,35.0
14,14,21009,2011,15.047406651253926,16,7,Normal,1,1,18,Increase,2,50.0,Possible,1,28.000000000000007
15,15,21011,2011,8.776498876401462,9,11,Normal,1,-1,-4,Lightly_Decrease,-1,3.125,Possible,1,6.249999999999999
16,16,42009,2011,5.707401032667002,6,2,Good,0,1,4,Lightly_Increase,1,8.333333333333334,Possible,1,6.666666666666667
17,17,51019,2011,18.64793401192368,19,9,Normal,1,-1,-15,Decrease,-2,-15.384615384615385,Not_Likely,0,0.7692307692307693
18,18,21013,2011,11.636805690325055,12,6,Normal,1,1,16,Increase,2,18.75,Possible,1,2.5
19,19,54003,2011,70.5180244023762,71,5,Critical,2,0,-23,Decrease,-2,5.0,Possible,1,3.0000000000000004
20,20,42011,2011,60.268130817168036,61,4,Critical,2,0,36,Increase,2,-25.0,Not_Likely,0,18.750000000000004
21,21,51021,2011,7.068148366407528,8,6,Normal,1,-1,-2,Stable,0,45.83333333333334,Possible,1,9.166666666666666
22,22,21015,2011,36.432992385345436,37,7,Critical,2,-1,-23,Decrease,-2,59.09090909090909,Highly_Possible,2,18.18181818181819
23,23,54005,2011,9.855101599778331,10,5,Normal,1,-1,-9,Decrease,-2,0.0,Not_Likely,0,2.2222222222222223
24,24,21023,2011,8.006606822443155,9,11,Normal,1,0,5,Increase,2,35.714285714285715,Possible,1,8.571428571428571
25,25,54007,2011,0.4190453638428269,1,7,Good,0,1,14,Increase,2,33.333333333333336,Possible,1,17.777777777777786
26,26,21025,2011,1.4773416341546188,2,8,Good,0,0,0,Stable,0,-3.333333333333333,Not_Likely,0,2.6666666666666665
27,27,21027,2011,7.964788139493685,8,5,Normal,1,-1,-3,Lightly_Decrease,-1,0.0,Not_Likely,0,5.714285714285714
28,28,39015,2011,0.1311732977081417,1,8,Good,0,1,8,Increase,2,36.36363636363637,Possible,1,9.09090909090909
