,FIPS,Year,Score_County_2,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank
0,51001,2012,7.781873113921398,8,0,Normal,1
1,39001,2012,16.269166031341392,17,6,Normal,1
2,42001,2012,11.753774353332426,12,3,Normal,1
3,51510,2012,12.23379328285574,13,6,Normal,1
4,42003,2012,721.1972165877113,722,4,Severe,3
5,21003,2012,23.680418118245225,24,4,Critical,2
6,51007,2012,11.776773118107764,12,9,Normal,1
7,51013,2012,8.002167728048251,9,6,Normal,1
8,42005,2012,2.141301681895228,3,3,Good,0
9,39005,2012,29.004574027312927,30,5,Critical,2
10,39007,2012,68.92761057559271,69,0,Critical,2
11,39009,2012,61.26618524674574,62,7,Critical,2
12,39011,2012,23.48563144650714,24,6,Critical,2
13,54001,2012,9.285840877200423,10,8,Normal,1
14,21009,2012,33.10712884538228,34,7,Critical,2
15,21011,2012,4.522931746220085,5,11,Good,0
16,42009,2012,9.772123013099193,10,2,Normal,1
17,51019,2012,3.2024611398369567,4,9,Good,0
18,21013,2012,27.353782658040057,28,6,Critical,2
19,54003,2012,47.4473762938784,48,5,Critical,2
20,42011,2012,96.37069388981537,97,4,Critical,2
21,51021,2012,5.209582772587928,6,6,Good,0
22,21015,2012,13.091376263961008,14,7,Normal,1
23,54005,2012,0.6691547191013923,1,5,Good,0
24,21023,2012,13.507311525677734,14,11,Normal,1
25,54007,2012,14.490240899297937,15,7,Normal,1
26,21025,2012,1.1733629998373298,2,8,Good,0
27,21027,2012,4.808845816597669,5,5,Good,0
28,39015,2012,8.692112404793148,9,8,Normal,1
29,51029,2012,15.757440141875913,16,5,Normal,1
30,42017,2012,255.6485442044737,256,3,Severe,3
31,21029,2012,21.407846411117454,22,6,Normal,1
32,39017,2012,43.29807039557576,44,4,Critical,2
33,42019,2012,19.344738156043498,20,4,Normal,1
34,54011,2012,37.4379514068272,38,7,Critical,2
35,54013,2012,16.43028934900552,17,7,Normal,1
36,42021,2012,34.67440550551625,35,2,Critical,2
37,42023,2012,6.211185113539357,7,2,Normal,1
38,42025,2012,10.111780369366443,11,5,Normal,1
39,51033,2012,23.56294076559305,24,8,Critical,2
40,21041,2012,21.97760672917234,22,8,Normal,1
41,39019,2012,9.218539574107329,10,6,Normal,1
42,21043,2012,37.105482924775856,38,7,Critical,2
43,21045,2012,9.239831246713157,10,8,Normal,1
44,51540,2012,7.224739784283275,8,8,Normal,1
45,51550,2012,8.561836971180009,9,8,Normal,1
46,42029,2012,85.22849438817155,86,3,Critical,2
47,51041,2012,88.60771593629173,89,13,Critical,2
48,21047,2012,5.0206502392443575,6,5,Good,0
49,42031,2012,0.3493105068573675,1,4,Good,0
50,42033,2012,8.562880069243885,9,2,Normal,1
51,39025,2012,126.3361915306666,127,9,Critical,2
52,39027,2012,13.518408879521921,14,5,Normal,1
53,51570,2012,7.534833096562423,8,11,Normal,1
54,42037,2012,31.345897215570893,32,5,Critical,2
55,39029,2012,26.243670239486214,27,7,Critical,2
56,39033,2012,16.83801913919547,17,6,Normal,1
57,42039,2012,2.920743392821043,3,3,Good,0
58,21055,2012,2.2303881486036805,3,5,Good,0
59,39035,2012,529.3049115128972,530,1,Severe,3
60,51590,2012,1.2008148483811218,2,3,Good,0
61,42043,2012,99.449580657236,100,5,Critical,2
62,21059,2012,17.432202292148492,18,4,Normal,1
63,39039,2012,21.8804937667968,22,5,Normal,1
64,39041,2012,71.3992836301979,72,5,Critical,2
65,42045,2012,276.33165019980333,277,3,Severe,3
66,51051,2012,11.153978441633331,12,6,Normal,1
67,54017,2012,15.732712014766092,16,8,Normal,1
68,39043,2012,52.953842049785365,53,3,Critical,2
69,42049,2012,52.13499821012351,53,1,Critical,2
70,51057,2012,1.8257589097718756,2,6,Good,0
71,51059,2012,81.78970571711817,82,9,Critical,2
72,21001,2012,9.028440140214244,10,8,Normal,1
73,51003,2012,8.955488581602912,9,7,Normal,1
74,51005,2012,7.708071183246727,8,7,Normal,1
75,39003,2012,6.940779973803325,7,6,Normal,1
76,51009,2012,13.639315437749582,14,9,Normal,1
77,51015,2012,1.0464241815664237,2,7,Good,0
78,51017,2012,13.426505384789875,14,7,Normal,1
79,42007,2012,12.527579528554618,13,7,Normal,1
80,39013,2012,25.662223829461464,26,8,Critical,2
81,21017,2012,20.059222521749394,21,10,Normal,1
82,21019,2012,52.36205810848745,53,7,Critical,2
83,21021,2012,18.492537952230858,19,10,Normal,1
84,51520,2012,8.694020173449061,9,3,Normal,1
85,51027,2012,11.397653227405643,12,5,Normal,1
86,51530,2012,4.099117665129405,5,9,Good,0
87,21035,2012,13.925945969799967,14,4,Normal,1
88,21037,2012,109.63294495988495,110,9,Critical,2
89,51031,2012,15.157224315210328,16,6,Normal,1
90,51035,2012,20.8618505665767,21,7,Normal,1
91,42027,2012,0.4385786529111908,1,2,Good,0
92,39021,2012,8.574058281630181,9,6,Normal,1
93,21049,2012,13.874145004092698,14,10,Normal,1
94,51043,2012,6.612274650875263,7,7,Normal,1
95,21051,2012,24.751796088438507,25,8,Critical,2
96,21053,2012,11.741331307323144,12,5,Normal,1
97,42035,2012,11.147975486982103,12,1,Normal,1
98,39031,2012,7.882845186158388,8,5,Normal,1
99,51045,2012,11.914827979651607,12,9,Normal,1
100,51047,2012,35.09666971436471,36,10,Critical,2
101,21057,2012,7.103297902356425,8,5,Normal,1
102,51049,2012,12.141904210897849,13,7,Normal,1
103,39037,2012,7.3462624340497475,8,4,Normal,1
104,51053,2012,4.244939321020493,5,11,Good,0
105,21063,2012,7.500945849005361,8,8,Normal,1
106,51600,2012,9.159053335547716,10,8,Normal,1
107,39045,2012,161.30054574984925,162,5,Critical,2
108,21005,2012,1.4514474711711969,2,11,Good,0
109,51515,2012,6.632576270061128,7,9,Normal,1
110,42013,2012,7.421608322194978,8,2,Normal,1
111,51023,2012,16.726380310686082,17,10,Normal,1
112,42015,2012,11.685785069633805,12,1,Normal,1
113,51037,2012,9.47975593621568,10,6,Normal,1
114,42041,2012,17.155876244322258,18,5,Normal,1
115,42047,2012,4.387501214378228,5,4,Good,0
116,51595,2012,7.643579605357235,8,5,Normal,1
117,21065,2012,15.414119123775489,16,10,Normal,1
118,54009,2012,7.671637670414912,8,8,Normal,1
119,21031,2012,7.476438765440353,8,6,Normal,1
120,21039,2012,3.0491673481036137,4,5,Good,0
121,39023,2012,12.525743542533244,13,6,Normal,1
122,54015,2012,5.29139139375059,6,6,Good,0
123,21007,2012,8.336355659970161,9,4,Normal,1
124,51025,2012,12.300280560840747,13,6,Normal,1
125,21033,2012,2.0025747974671377,3,7,Good,0
126,51610,2012,5.790712450947938,6,7,Good,0
127,21067,2012,16.948881065951948,17,12,Normal,1
128,21061,2012,2.34700475625239,3,5,Good,0
129,51061,2012,32.90603581143452,33,10,Critical,2
130,51011,2012,3.075579739711916,4,7,Good,0
131,39047,2012,3.5653147529916565,4,7,Good,0
132,42051,2012,90.3927833451432,91,3,Critical,2
133,21071,2012,6.845633276838968,7,5,Normal,1
134,51063,2012,0.06631278505490219,1,8,Good,0
135,51065,2012,0.631846927493541,1,7,Good,0
136,21073,2012,21.318958707384006,22,10,Normal,1
137,39049,2012,230.54532321773098,231,6,Severe,3
138,42055,2012,32.298277234691994,33,3,Critical,2
139,51067,2012,24.705846991199873,25,8,Critical,2
140,51069,2012,0.3814712588027669,1,8,Good,0
141,21075,2012,12.19329656248656,13,2,Normal,1
142,42057,2012,6.948849112709986,7,3,Normal,1
143,51640,2012,7.767006971569335,8,4,Normal,1
144,39053,2012,20.444346554524397,21,6,Normal,1
145,39055,2012,7.851504996539281,8,2,Normal,1
146,51071,2012,25.51965302894547,26,8,Critical,2
147,51073,2012,7.254315359234197,8,13,Normal,1
148,51075,2012,5.887961755865947,6,8,Good,0
149,21081,2012,2.3209856047522983,3,11,Good,0
150,54023,2012,13.075335897450044,14,4,Normal,1
151,21083,2012,15.608660901656494,16,6,Normal,1
152,21085,2012,7.7152153359395985,8,6,Normal,1
153,51077,2012,5.219566406807021,6,4,Good,0
154,54025,2012,0.1895694771202633,1,4,Good,0
155,39057,2012,55.777415592319144,56,7,Critical,2
156,42059,2012,23.53544688139617,24,6,Critical,2
157,51079,2012,2.721148791968375,3,9,Good,0
158,39059,2012,23.323341590009303,24,6,Critical,2
159,51083,2012,8.999315066647398,9,3,Normal,1
160,39061,2012,792.8851768445668,793,6,Severe,3
161,51650,2012,6.879013797926457,7,13,Normal,1
162,39063,2012,26.41434619830062,27,6,Critical,2
163,51085,2012,32.71779547649627,33,9,Critical,2
164,39065,2012,6.603296822223742,7,7,Normal,1
165,54031,2012,20.385326464947603,21,4,Normal,1
166,54033,2012,89.33751792078733,90,9,Critical,2
167,51660,2012,3.2180237902402697,4,7,Good,0
168,21099,2012,12.15838498600939,13,8,Normal,1
169,21101,2012,0.30553557951399785,1,4,Good,0
170,51087,2012,37.64294189450267,38,12,Critical,2
171,51089,2012,9.897560392511476,10,4,Normal,1
172,39075,2012,7.604089143077145,8,5,Normal,1
173,21107,2012,7.517983743558362,8,5,Normal,1
174,42061,2012,16.700059512438564,17,3,Normal,1
175,39077,2012,57.51614492974112,58,6,Critical,2
176,42063,2012,24.18773002182077,25,3,Critical,2
177,39079,2012,14.726801425100046,15,5,Normal,1
178,54035,2012,7.606824177006535,8,7,Normal,1
179,51095,2012,4.730468761426155,5,15,Good,0
180,21111,2012,516.1330226683958,517,5,Severe,3
181,39081,2012,29.87767366485982,30,9,Critical,2
182,42065,2012,16.862267784743132,17,4,Normal,1
183,54037,2012,3.1222314088012464,4,6,Good,0
184,21115,2012,17.829449386487145,18,7,Normal,1
185,21117,2012,89.89963724195944,90,8,Critical,2
186,51099,2012,4.326181185878719,5,6,Good,0
187,51101,2012,14.639938119242565,15,9,Normal,1
188,21119,2012,33.82782247413637,34,6,Critical,2
189,21121,2012,41.553899224002244,42,5,Critical,2
190,39083,2012,1.3328592590976795,2,5,Good,0
191,42069,2012,222.38535301261277,223,6,Severe,3
192,39085,2012,163.6821204274893,164,1,Critical,2
193,42071,2012,9.865065870917595,10,4,Normal,1
194,21125,2012,57.73958649819155,58,6,Critical,2
195,42075,2012,26.827691420817786,27,4,Critical,2
196,42077,2012,4.1950449915041945,5,4,Good,0
197,39089,2012,46.61863729706337,47,6,Critical,2
198,21141,2012,6.129071921323309,7,5,Normal,1
199,39091,2012,13.532892965261734,14,5,Normal,1
200,54045,2012,49.41863672487784,50,5,Critical,2
201,51107,2012,70.95980187217583,71,9,Critical,2
202,51109,2012,17.338947674215554,18,7,Normal,1
203,21069,2012,16.277327828496272,17,10,Normal,1
204,51620,2012,9.636117475447051,10,5,Normal,1
205,51630,2012,7.835836671785188,8,8,Normal,1
206,39051,2012,4.0308269397757766,5,4,Good,0
207,21079,2012,10.604968584422338,11,9,Normal,1
208,21087,2012,5.01653345756727,6,7,Good,0
