,FIPS,Year,Score_County_3,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank
0,51001,2014,9.342577632696806,10,0,Normal,1,-1,-6,Lightly_Decrease,-1,0.0,Not_Likely,0
1,39001,2014,32.433890880867274,33,6,Critical,2,0,-2,Stable,0,45.0,Possible,1
2,42001,2014,18.737676391187087,19,3,Normal,1,0,-1,Stable,0,50.0,Highly_Possible,2
3,51510,2014,6.800094609869832,7,6,Normal,1,0,9,Lightly_Increase,1,38.888888888888886,Possible,1
4,42003,2014,469.05549011230715,470,4,Severe,3,0,749,Extremely_Increase,3,18.75,Possible,1
5,21003,2014,3.4329614915017435,4,4,Good,0,1,19,Increase,2,42.857142857142854,Possible,1
6,51007,2014,0.5634025578969264,1,9,Good,0,0,6,Lightly_Increase,1,-17.857142857142858,Not_Likely,0
7,51013,2014,17.40903446444525,18,6,Normal,1,1,23,Increase,2,38.888888888888886,Possible,1
8,42005,2014,23.570847193112503,24,3,Normal,1,1,18,Increase,2,71.42857142857143,Highly_Possible,2
9,39005,2014,37.693021093427355,38,5,Critical,2,0,-10,Lightly_Decrease,-1,22.22222222222222,Possible,1
10,39007,2014,132.57648755492082,133,0,Critical,2,-1,-112,Extremely_Decrease,-3,30.0,Possible,1
11,39009,2014,54.59546959587733,55,7,Critical,2,0,-3,Stable,0,31.25,Possible,1
12,39011,2014,15.081376627680829,16,6,Normal,1,1,15,Increase,2,15.0,Possible,1
13,54001,2014,5.770579347837603,6,8,Good,0,0,-2,Stable,0,5.0,Possible,1
14,21009,2014,15.034896727670374,16,7,Normal,1,0,1,Stable,0,30.0,Possible,1
15,21011,2014,2.031471980873206,3,11,Good,0,1,18,Increase,2,0.0,Not_Likely,0
16,42009,2014,0.2138234854852392,1,2,Good,0,1,17,Increase,2,66.66666666666667,Highly_Possible,2
17,51019,2014,30.716217624456938,31,9,Critical,2,-1,-15,Decrease,-2,19.23076923076923,Possible,1
18,21013,2014,57.338929327779375,58,6,Critical,2,0,1,Stable,0,6.25,Possible,1
19,54003,2014,33.33376321523325,34,5,Critical,2,-1,-17,Decrease,-2,25.0,Possible,1
20,42011,2014,124.26998523213094,125,4,Critical,2,0,17,Increase,2,37.5,Possible,1
21,51021,2014,7.657204508492923,8,6,Normal,1,-1,-7,Lightly_Decrease,-1,-8.333333333333334,Not_Likely,0
22,21015,2014,15.29388537450791,16,7,Normal,1,1,60,Increase,2,31.818181818181817,Possible,1
23,54005,2014,7.506597650039757,8,5,Normal,1,0,1,Stable,0,-50.0,Not_Likely,0
24,21023,2014,6.1277164439329095,7,11,Normal,1,0,3,Stable,0,17.857142857142858,Possible,1
25,54007,2014,9.289926888161936,10,7,Normal,1,0,-2,Stable,0,-11.11111111111111,Not_Likely,0
26,21025,2014,8.76531624294413,9,8,Normal,1,0,6,Lightly_Increase,1,36.666666666666664,Possible,1
27,21027,2014,4.4610582655394335,5,5,Good,0,1,5,Stable,0,0.0,Not_Likely,0
28,39015,2014,1.5019655004529666,2,8,Good,0,1,16,Increase,2,22.727272727272727,Possible,1
29,51029,2014,6.872107050471487,7,5,Normal,1,-1,-3,Stable,0,20.833333333333332,Possible,1
30,42017,2014,575.1207840493686,576,3,Severe,3,-1,-393,Extremely_Decrease,-3,0.0,Not_Likely,0
31,21029,2014,23.007756661920354,24,6,Normal,1,0,-13,Decrease,-2,-20.0,Not_Likely,0
32,39017,2014,252.82756628284454,253,4,Severe,3,-1,16,Increase,2,38.888888888888886,Possible,1
33,42019,2014,0.20942530465314035,1,4,Good,0,2,41,Increase,2,18.75,Possible,1
34,54011,2014,15.293076393703833,16,7,Normal,1,1,14,Increase,2,-5.555555555555555,Not_Likely,0
35,54013,2014,2.6002198420997,3,7,Good,0,0,4,Stable,0,4.166666666666667,Possible,1
36,42021,2014,21.43828689015445,22,2,Normal,1,1,43,Increase,2,70.0,Highly_Possible,2
37,42023,2014,6.424660825575991,7,2,Normal,1,0,8,Lightly_Increase,1,-16.666666666666668,Not_Likely,0
38,42025,2014,31.46121231441416,32,5,Critical,2,0,-6,Lightly_Decrease,-1,-6.25,Not_Likely,0
39,51033,2014,18.11629579433053,19,8,Normal,1,1,5,Stable,0,-3.8461538461538463,Not_Likely,0
40,21041,2014,17.26882243108877,18,8,Normal,1,1,7,Lightly_Increase,1,-4.545454545454546,Not_Likely,0
41,39019,2014,12.010968507083858,13,6,Normal,1,-1,-11,Decrease,-2,-5.555555555555555,Not_Likely,0
42,21043,2014,4.852105915461693,5,7,Good,0,1,4,Stable,0,-3.8461538461538463,Not_Likely,0
43,21045,2014,7.339722249857687,8,8,Normal,1,0,4,Stable,0,7.142857142857143,Possible,1
44,51540,2014,3.997014503685085,4,8,Good,0,0,-3,Stable,0,23.076923076923077,Possible,1
45,51550,2014,10.317339886644874,11,8,Normal,1,-1,-4,Stable,0,20.0,Possible,1
46,42029,2014,117.67980564297031,118,3,Critical,2,0,-52,Decrease,-2,41.666666666666664,Possible,1
47,51041,2014,111.96896365633808,112,13,Critical,2,0,-35,Decrease,-2,-20.58823529411765,Not_Likely,0
48,21047,2014,4.515140713657279,5,5,Good,0,1,5,Stable,0,6.25,Possible,1
49,42031,2014,12.9094326083045,13,4,Normal,1,0,2,Stable,0,33.333333333333336,Possible,1
50,42033,2014,12.940028864242695,13,2,Normal,1,0,2,Stable,0,14.285714285714286,Possible,1
51,39025,2014,44.35418489878126,45,9,Critical,2,-1,-25,Decrease,-2,34.61538461538461,Possible,1
52,39027,2014,16.190434636978225,17,5,Normal,1,1,13,Increase,2,0.0,Not_Likely,0
53,51570,2014,8.15668406772033,9,11,Normal,1,0,-1,Stable,0,-11.11111111111111,Not_Likely,0
54,42037,2014,46.07104955403892,47,5,Critical,2,-1,-30,Decrease,-2,0.0,Not_Likely,0
55,39029,2014,59.05871238334054,60,7,Critical,2,0,-15,Decrease,-2,-31.818181818181817,Not_Likely,0
56,39033,2014,26.26719540565141,27,6,Critical,2,0,22,Increase,2,11.11111111111111,Possible,1
57,42039,2014,6.721764100611187,7,3,Normal,1,1,23,Increase,2,0.0,Not_Likely,0
58,21055,2014,7.653041034661743,8,5,Normal,1,0,9,Lightly_Increase,1,25.0,Possible,1
59,39035,2014,903.0524935847208,904,1,Severe,3,0,-219,Extremely_Decrease,-3,25.0,Possible,1
60,51590,2014,4.894138765268346,5,3,Good,0,1,9,Lightly_Increase,1,20.0,Possible,1
61,42043,2014,32.15281379955039,33,5,Critical,2,0,20,Increase,2,72.22222222222223,Highly_Possible,2
62,21059,2014,16.592732471318044,17,4,Normal,1,0,-8,Lightly_Decrease,-1,12.5,Possible,1
63,39039,2014,48.84925864490086,49,5,Critical,2,0,13,Increase,2,14.285714285714286,Possible,1
64,39041,2014,51.83015505883574,52,5,Critical,2,0,-12,Decrease,-2,-6.25,Not_Likely,0
65,42045,2014,235.9955700240448,236,3,Severe,3,0,92,Increase,2,-20.0,Not_Likely,0
66,51051,2014,12.321162553237883,13,6,Normal,1,-1,-12,Decrease,-2,0.0,Not_Likely,0
67,54017,2014,10.430229326404246,11,8,Normal,1,-1,-5,Stable,0,0.0,Not_Likely,0
68,39043,2014,99.80822209074756,100,3,Critical,2,-1,-81,Decrease,-2,10.0,Possible,1
69,42049,2014,43.96774882713817,44,1,Critical,2,0,22,Increase,2,16.666666666666668,Possible,1
70,51057,2014,14.257754752509403,15,6,Normal,1,0,0,Stable,0,0.0,Not_Likely,0
71,51059,2014,114.88663320115549,115,9,Critical,2,0,-6,Lightly_Decrease,-1,30.0,Possible,1
72,21001,2014,4.499992062239978,5,8,Good,0,0,-2,Stable,0,26.923076923076923,Possible,1
73,51003,2014,3.006738263788268,4,7,Good,0,2,26,Increase,2,23.076923076923077,Possible,1
74,51005,2014,15.822180505034645,16,7,Normal,1,0,0,Stable,0,29.166666666666668,Possible,1
75,39003,2014,48.95214678265156,49,6,Critical,2,0,12,Increase,2,20.0,Possible,1
76,51009,2014,7.319948772079758,8,9,Normal,1,0,7,Lightly_Increase,1,0.0,Not_Likely,0
77,51015,2014,21.167672952778137,22,7,Normal,1,0,-13,Decrease,-2,0.0,Not_Likely,0
78,51017,2014,11.077835722511763,12,7,Normal,1,0,0,Stable,0,0.0,Not_Likely,0
