,Unnamed: 0,FIPS,Year,Score_County_3,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank,is_Surrounded,is_Affected,is_Affected_Rank
0,0,51001,2016,7.197585477854752,8,0,Normal,1,0,11,Lightly_Increase,1,-10.0,Not_Likely,0,6.000000000000001,Not_Likely,0
1,1,39001,2016,22.393211653126272,23,6,Critical,2,0,2,Stable,0,-20.0,Not_Likely,0,1.0,Not_Likely,0
2,2,42001,2016,15.784690827945996,16,3,Normal,1,-1,-12,Lightly_Decrease,-1,20.0,Possible,1,8.0,Not_Likely,0
3,3,51510,2016,14.040070584909492,15,6,Normal,1,-1,-11,Lightly_Decrease,-1,-44.444444444444436,Not_Likely,0,0.0,Not_Likely,0
4,4,42003,2016,166.4133724120204,167,4,Critical,2,1,1800,Extremely_Increase,3,6.25,Possible,1,8.75,Not_Likely,0
5,5,21003,2016,6.790824505865114,7,4,Good,0,1,3,Stable,0,0.0,Not_Likely,0,4.2857142857142865,Not_Likely,0
6,6,51007,2016,8.243753175149923,9,9,Normal,1,0,1,Stable,0,7.142857142857142,Possible,1,7.1428571428571415,Not_Likely,0
7,7,51013,2016,66.80694024538296,67,6,Critical,2,-2,-61,Decrease,-2,-44.444444444444436,Not_Likely,0,0.0,Not_Likely,0
8,8,42005,2016,32.185074273878755,33,3,Critical,2,-1,-18,Lightly_Decrease,-1,7.142857142857142,Possible,1,4.2857142857142865,Not_Likely,0
9,9,39005,2016,59.59747792052194,60,5,Critical,2,0,72,Increase,2,-11.111111111111109,Not_Likely,0,2.2222222222222223,Not_Likely,0
10,10,39007,2016,59.32764939111679,60,0,Critical,2,0,1,Stable,0,-40.0,Not_Likely,0,2.0,Not_Likely,0
11,11,39009,2016,33.744346298341945,34,7,Critical,2,0,0,Stable,0,6.25,Possible,1,16.25,Possible,1
12,12,39011,2016,10.199914468891963,11,6,Normal,1,0,0,Stable,0,15.0,Possible,1,37.00000000000001,Highly_Possible,2
13,13,54001,2016,10.325911854078537,11,8,Normal,1,0,-3,Stable,0,-20.0,Not_Likely,0,0.0,Not_Likely,0
14,14,21009,2016,7.856086292854389,8,7,Normal,1,0,0,Stable,0,0.0,Not_Likely,0,7.0,Not_Likely,0
15,15,21011,2016,13.886039943843878,14,11,Normal,1,-1,-10,Stable,0,3.125,Possible,1,3.125,Not_Likely,0
16,16,42009,2016,10.279166320355632,11,2,Normal,1,-1,-9,Stable,0,8.333333333333334,Possible,1,6.666666666666667,Not_Likely,0
17,17,51019,2016,7.430155043574048,8,9,Normal,1,1,32,Increase,2,7.6923076923076925,Possible,1,10.0,Not_Likely,0
18,18,21013,2016,20.993972149045998,21,6,Normal,1,1,38,Increase,2,-6.25,Not_Likely,0,2.5,Not_Likely,0
19,19,54003,2016,7.651730796133503,8,5,Normal,1,0,2,Stable,0,20.0,Possible,1,5.0,Not_Likely,0
20,20,42011,2016,122.04763941054001,123,4,Critical,2,0,-100,Decrease,-2,6.25,Possible,1,27.500000000000004,Possible,1
21,21,51021,2016,3.6656498487531497,4,6,Good,0,1,3,Stable,0,-12.5,Not_Likely,0,0.8333333333333334,Not_Likely,0
22,22,21015,2016,17.82594137042289,18,7,Normal,1,0,1,Stable,0,22.72727272727273,Possible,1,26.36363636363637,Possible,1
23,23,54005,2016,6.4508877914293405,7,5,Good,0,1,3,Stable,0,22.222222222222218,Possible,1,18.888888888888893,Possible,1
24,24,21023,2016,13.646385190512865,14,11,Normal,1,0,8,Stable,0,-3.571428571428572,Not_Likely,0,5.0,Not_Likely,0
25,25,54007,2016,11.285854696485314,12,7,Normal,1,-1,-7,Stable,0,0.0,Not_Likely,0,3.333333333333334,Not_Likely,0
26,26,21025,2016,12.04902724037138,13,8,Normal,1,0,-5,Stable,0,-10.0,Not_Likely,0,1.3333333333333333,Not_Likely,0
27,27,21027,2016,2.1873988153886748,3,5,Good,0,1,6,Stable,0,7.142857142857142,Possible,1,20.000000000000004,Possible,1
28,28,39015,2016,31.501890665576052,32,8,Critical,2,-1,-24,Decrease,-2,-22.72727272727273,Not_Likely,0,4.545454545454546,Not_Likely,0
29,29,51029,2016,6.713118761554979,7,5,Good,0,0,-5,Stable,0,0.0,Not_Likely,0,3.3333333333333335,Not_Likely,0
30,30,42017,2016,27.91762509720139,28,3,Critical,2,0,-4,Stable,0,33.333333333333336,Highly_Possible,2,68.33333333333333,Highly_Possible,2
31,31,21029,2016,17.3675460772352,18,6,Normal,1,0,-3,Stable,0,20.0,Possible,1,18.000000000000004,Possible,1
32,32,39017,2016,182.1947467817404,183,4,Critical,2,0,46,Increase,2,38.888888888888886,Highly_Possible,2,49.99999999999998,Highly_Possible,2
33,33,42019,2016,27.1517342325683,28,4,Critical,2,0,19,Lightly_Increase,1,18.75,Possible,1,18.75,Possible,1
34,34,54011,2016,0.3286376914580392,1,7,Good,0,2,42,Increase,2,5.5555555555555545,Possible,1,18.888888888888893,Possible,1
35,35,54013,2016,3.6957540217113407,4,7,Good,0,1,13,Lightly_Increase,1,8.333333333333334,Possible,1,5.0,Not_Likely,0
36,36,42021,2016,72.29188333429019,73,2,Critical,2,0,-21,Lightly_Decrease,-1,10.0,Possible,1,8.0,Not_Likely,0
37,37,42023,2016,7.2133459093482575,8,2,Normal,1,0,3,Stable,0,0.0,Not_Likely,0,3.3333333333333335,Not_Likely,0
38,38,42025,2016,14.022653746719715,15,5,Normal,1,0,-2,Stable,0,-18.75,Not_Likely,0,3.7500000000000004,Not_Likely,0
39,39,51033,2016,7.455217589459102,8,8,Normal,1,1,16,Lightly_Increase,1,7.6923076923076925,Possible,1,6.153846153846154,Not_Likely,0
40,40,21041,2016,0.5478514808391137,1,8,Good,0,1,12,Lightly_Increase,1,18.181818181818183,Possible,1,17.27272727272728,Possible,1
41,41,39019,2016,8.89684546089531,9,6,Normal,1,1,14,Lightly_Increase,1,-11.111111111111109,Not_Likely,0,4.444444444444445,Not_Likely,0
42,42,21043,2016,19.35457539975872,20,7,Normal,1,0,-5,Stable,0,-7.6923076923076925,Not_Likely,0,3.8461538461538463,Not_Likely,0
43,43,21045,2016,13.02773626334557,14,8,Normal,1,0,-5,Stable,0,-7.142857142857142,Not_Likely,0,1.4285714285714286,Not_Likely,0
44,44,51540,2016,10.703774604057452,11,8,Normal,1,0,0,Stable,0,0.0,Not_Likely,0,0.7692307692307693,Not_Likely,0
45,45,51550,2016,14.615732548005875,15,8,Normal,1,0,4,Stable,0,10.0,Possible,1,9.999999999999998,Not_Likely,0
46,46,42029,2016,77.53098562646561,78,3,Critical,2,0,75,Increase,2,33.333333333333336,Highly_Possible,2,70.0,Highly_Possible,2
47,47,51041,2016,70.47731523390472,71,13,Critical,2,0,212,Increase,2,20.58823529411765,Possible,1,10.000000000000002,Possible,1
48,48,21047,2016,22.265392030005327,23,5,Critical,2,-1,-8,Stable,0,6.25,Possible,1,6.25,Not_Likely,0
49,49,42031,2016,5.5803595438184965,6,4,Good,0,1,3,Stable,0,0.0,Not_Likely,0,3.3333333333333335,Not_Likely,0
50,50,42033,2016,16.47861656209759,17,2,Normal,1,0,-7,Stable,0,7.142857142857142,Possible,1,4.2857142857142865,Not_Likely,0
51,51,39025,2016,173.77410022135513,174,9,Critical,2,-2,-171,Decrease,-2,3.8461538461538463,Possible,1,20.000000000000004,Possible,1
52,52,39027,2016,12.300251575422788,13,5,Normal,1,-1,-11,Lightly_Decrease,-1,-16.666666666666668,Not_Likely,0,25.555555555555557,Possible,1
53,53,51570,2016,13.618428868232675,14,11,Normal,1,-1,-12,Lightly_Decrease,-1,19.444444444444443,Possible,1,10.000000000000004,Possible,1
54,54,42037,2016,9.776022353353195,10,5,Normal,1,0,-2,Stable,0,0.0,Not_Likely,0,0.0,Not_Likely,0
55,55,39029,2016,148.3096473570339,149,7,Critical,2,0,-107,Decrease,-2,-18.181818181818183,Not_Likely,0,4.545454545454546,Not_Likely,0
