,FIPS,Year,Score_County_3,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n
0,51001,2011,9.76455712051759,10,0,Normal,1,0,-2,Stable,0
1,39001,2011,1.4307312647222634,2,6,Good,0,2,48,Increase,2
2,42001,2011,14.076265928634527,15,3,Normal,1,0,2,Stable,0
3,51510,2011,7.19132579578066,8,6,Normal,1,-1,-6,Lightly_Decrease,-1
4,42003,2011,608.0723849882804,609,4,Severe,3,0,611,Extremely_Increase,3
5,21003,2011,10.347490260264186,11,4,Normal,1,0,2,Stable,0
6,51007,2011,12.535786563362944,13,9,Normal,1,0,-3,Stable,0
7,51013,2011,13.23986460083467,14,6,Normal,1,0,2,Stable,0
8,42005,2011,29.414586814210605,30,3,Critical,2,0,3,Stable,0
9,39005,2011,35.897786055310156,36,5,Critical,2,0,-14,Decrease,-2
10,39007,2011,14.853761187325153,15,0,Normal,1,1,27,Increase,2
11,39009,2011,24.065708454452185,25,7,Critical,2,0,13,Increase,2
12,39011,2011,9.879480224013447,10,6,Normal,1,0,8,Lightly_Increase,1
13,54001,2011,1.2348974811723452,2,8,Good,0,1,9,Lightly_Increase,1
14,21009,2011,37.57852253788665,38,7,Critical,2,-1,-26,Decrease,-2
15,21011,2011,17.913198303075408,18,11,Normal,1,0,-7,Lightly_Decrease,-1
16,42009,2011,2.555548645392629,3,2,Good,0,1,5,Stable,0
17,51019,2011,3.135060627186049,4,9,Good,0,1,10,Lightly_Increase,1
18,21013,2011,22.203743831310486,23,6,Critical,2,0,31,Increase,2
19,54003,2011,44.493816569200035,45,5,Critical,2,0,-20,Decrease,-2
20,42011,2011,27.756419726720747,28,4,Critical,2,0,73,Increase,2
21,51021,2011,3.1907619423473403,4,6,Good,0,1,4,Stable,0
22,21015,2011,14.021040991991805,15,7,Normal,1,1,69,Increase,2
23,54005,2011,10.807981804068401,11,5,Normal,1,0,5,Stable,0
24,21023,2011,3.1830596836590948,4,11,Good,0,1,3,Stable,0
25,54007,2011,10.308548888415244,11,7,Normal,1,0,1,Stable,0
26,21025,2011,1.2002152650249982,2,8,Good,0,1,12,Increase,2
27,21027,2011,7.6528857531356875,8,5,Normal,1,0,1,Stable,0
28,39015,2011,22.321466475685895,23,8,Critical,2,0,18,Increase,2
29,51029,2011,9.653390501135435,10,5,Normal,1,0,-2,Stable,0
30,42017,2011,336.25342978434884,337,3,Critical,2,0,-140,Extremely_Decrease,-3
31,21029,2011,30.677367692111826,31,6,Critical,2,0,-5,Stable,0
