,FIPS,Year,Score_County_3,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank
0,51001,2012,7.949963078815498,8,0,Normal,1
1,39001,2012,49.337658447620896,50,6,Critical,2
2,42001,2012,16.566524537513384,17,3,Normal,1
3,51510,2012,1.703415379129725,2,6,Good,0
4,42003,2012,1219.2671556051582,1220,4,Severe,3
5,21003,2012,12.774294948667302,13,4,Normal,1
6,51007,2012,9.530720013925698,10,9,Normal,1
7,51013,2012,15.334174934759519,16,6,Normal,1
8,42005,2012,32.09018174539154,33,3,Critical,2
9,39005,2012,21.86669763731359,22,5,Critical,2
10,39007,2012,41.52126089737233,42,0,Critical,2
11,39009,2012,37.08061773469976,38,7,Critical,2
12,39011,2012,17.582469173045205,18,6,Normal,1
13,54001,2012,10.670258712635519,11,8,Normal,1
14,21009,2012,11.016366993297837,12,7,Normal,1
15,21011,2012,10.707881206405014,11,11,Normal,1
16,42009,2012,7.738486699645348,8,2,Normal,1
17,51019,2012,13.529407418465073,14,9,Normal,1
18,21013,2012,53.8468390960129,54,6,Critical,2
19,54003,2012,24.017747104547233,25,5,Critical,2
20,42011,2012,100.16199725923006,101,4,Critical,2
21,51021,2012,7.265856032069492,8,6,Normal,1
22,21015,2012,83.83743381400434,84,7,Critical,2
23,54005,2012,15.116671672547328,16,5,Normal,1
24,21023,2012,6.126327011105003,7,11,Normal,1
25,54007,2012,11.008042652990953,12,7,Normal,1
26,21025,2012,13.686661043078615,14,8,Normal,1
27,21027,2012,8.885043218612449,9,5,Normal,1
28,39015,2012,40.35271897523923,41,8,Critical,2
29,51029,2012,7.9240527316629565,8,5,Normal,1
30,42017,2012,196.81905654449682,197,3,Critical,2
31,21029,2012,25.929629941104174,26,6,Critical,2
32,39017,2012,193.7856960791064,194,4,Critical,2
33,42019,2012,16.69979295231414,17,4,Normal,1
34,54011,2012,18.74374234345485,19,7,Normal,1
35,54013,2012,2.2808770236605342,3,7,Good,0
36,42021,2012,35.62286770199191,36,2,Critical,2
37,42023,2012,8.39521865274264,9,2,Normal,1
38,42025,2012,9.781702575466113,10,5,Normal,1
39,51033,2012,6.925223023637821,7,8,Normal,1
40,21041,2012,27.15785522455289,28,8,Critical,2
41,39019,2012,7.87382354444199,8,6,Normal,1
42,21043,2012,1.1135601734880929,2,7,Good,0
43,21045,2012,3.610709136794013,4,8,Good,0
44,51540,2012,5.0582439344390915,6,8,Good,0
45,51550,2012,3.3921022970293944,4,8,Good,0
46,42029,2012,56.48155172652035,57,3,Critical,2
47,51041,2012,22.07700183498569,23,13,Critical,2
48,21047,2012,10.06756908886671,11,5,Normal,1
49,42031,2012,18.71158653926713,19,4,Normal,1
50,42033,2012,4.282241974292041,5,2,Good,0
51,39025,2012,92.68049387576201,93,9,Critical,2
