,FIPS,Year,Score_County_3,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n,Source_Potentiel,is_Source,is_Source_Rank
0,51001,2015,3.5739178759894417,4,0,Good,0,1,4,Stable,0,30.0,Possible,1
1,39001,2015,30.023255311098065,31,6,Critical,2,0,-8,Lightly_Decrease,-1,-30.0,Not_Likely,0
2,42001,2015,17.166222594578365,18,3,Normal,1,0,-2,Stable,0,-20.0,Not_Likely,0
3,51510,2015,15.311443317247452,16,6,Normal,1,0,-1,Stable,0,11.11111111111111,Possible,1
4,42003,2015,1218.2164716970128,1219,4,Severe,3,-1,-1052,Extremely_Decrease,-3,-18.75,Not_Likely,0
5,21003,2015,22.22427095383722,23,4,Normal,1,-1,-16,Decrease,-2,-57.142857142857146,Not_Likely,0
6,51007,2015,6.707958457616504,7,9,Good,0,1,2,Stable,0,14.285714285714286,Possible,1
7,51013,2015,40.931288665673776,41,6,Critical,2,0,26,Increase,2,11.11111111111111,Possible,1
8,42005,2015,41.08947008315509,42,3,Critical,2,0,-9,Lightly_Decrease,-1,-50.0,Not_Likely,0
9,39005,2015,27.76148058170856,28,5,Critical,2,0,32,Increase,2,0.0,Not_Likely,0
10,39007,2015,20.56594984003345,21,0,Normal,1,1,39,Increase,2,10.0,Possible,1
11,39009,2015,51.29395307998844,52,7,Critical,2,0,-18,Decrease,-2,-31.25,Not_Likely,0
12,39011,2015,30.5749842743476,31,6,Critical,2,-1,-20,Decrease,-2,-5.0,Not_Likely,0
13,54001,2015,3.8757434312775896,4,8,Good,0,1,7,Lightly_Increase,1,20.0,Possible,1
14,21009,2015,16.117823923252868,17,7,Normal,1,0,-9,Lightly_Decrease,-1,-50.0,Not_Likely,0
15,21011,2015,20.993022540468388,21,11,Normal,1,0,-7,Lightly_Decrease,-1,-15.625,Not_Likely,0
16,42009,2015,17.411980948609965,18,2,Normal,1,0,-7,Lightly_Decrease,-1,-25.0,Not_Likely,0
17,51019,2015,15.212426730601393,16,9,Normal,1,0,-8,Lightly_Decrease,-1,-19.23076923076923,Not_Likely,0
18,21013,2015,58.52484602202411,59,6,Critical,2,-1,-38,Decrease,-2,-18.75,Not_Likely,0
19,54003,2015,16.391430284539087,17,5,Normal,1,0,-9,Lightly_Decrease,-1,-30.0,Not_Likely,0
20,42011,2015,141.4969161975379,142,4,Critical,2,0,-19,Decrease,-2,-56.25,Not_Likely,0
21,51021,2015,0.7175186928337379,1,6,Good,0,0,3,Stable,0,16.666666666666668,Possible,1
22,21015,2015,75.47730399468394,76,7,Critical,2,-1,-58,Decrease,-2,-22.727272727272727,Not_Likely,0
23,54005,2015,8.003504628827963,9,5,Normal,1,-1,-2,Stable,0,22.22222222222222,Possible,1
24,21023,2015,9.78184304152776,10,11,Normal,1,0,4,Stable,0,7.142857142857143,Possible,1
25,54007,2015,7.985793325178416,8,7,Normal,1,0,4,Stable,0,5.555555555555555,Possible,1
26,21025,2015,14.927035543305163,15,8,Normal,1,0,-2,Stable,0,-16.666666666666668,Not_Likely,0
27,21027,2015,9.310468548807352,10,5,Normal,1,-1,-7,Lightly_Decrease,-1,-14.285714285714286,Not_Likely,0
28,39015,2015,17.644483675707562,18,8,Normal,1,1,14,Increase,2,-4.545454545454546,Not_Likely,0
29,51029,2015,3.8944631114292623,4,5,Good,0,0,3,Stable,0,4.166666666666667,Possible,1
30,42017,2015,182.05113247354424,183,3,Critical,2,0,-155,Extremely_Decrease,-3,-33.333333333333336,Not_Likely,0
31,21029,2015,10.716657217884453,11,6,Normal,1,0,7,Lightly_Increase,1,15.0,Possible,1
32,39017,2015,268.015901786938,269,4,Critical,2,0,-86,Decrease,-2,-50.0,Not_Likely,0
33,42019,2015,41.62022338880355,42,4,Critical,2,0,-14,Decrease,-2,-31.25,Not_Likely,0
34,54011,2015,29.10503078605714,30,7,Critical,2,-2,-29,Decrease,-2,5.555555555555555,Possible,1
35,54013,2015,6.970722818519494,7,7,Good,0,0,-3,Stable,0,0.0,Not_Likely,0
36,42021,2015,64.34455664424846,65,2,Critical,2,0,8,Lightly_Increase,1,-40.0,Not_Likely,0
37,42023,2015,14.624364179145386,15,2,Normal,1,0,-7,Lightly_Decrease,-1,8.333333333333334,Possible,1
38,42025,2015,25.778584282217892,26,5,Critical,2,-1,-11,Decrease,-2,-12.5,Not_Likely,0
39,51033,2015,23.64697659596785,24,8,Critical,2,-1,-16,Decrease,-2,42.30769230769231,Highly_Possible,2
40,21041,2015,24.534717323713537,25,8,Critical,2,-2,-24,Decrease,-2,9.090909090909092,Possible,1
41,39019,2015,1.4954970630171345,2,6,Good,0,1,7,Lightly_Increase,1,55.55555555555556,Highly_Possible,2
42,21043,2015,8.879176855982879,9,7,Normal,1,0,11,Increase,2,-3.8461538461538463,Not_Likely,0
43,21045,2015,11.98332203342772,12,8,Normal,1,0,2,Stable,0,-3.5714285714285716,Not_Likely,0
44,51540,2015,0.5357666214133157,1,8,Good,0,1,10,Lightly_Increase,1,-3.8461538461538463,Not_Likely,0
45,51550,2015,6.731285216097724,7,8,Good,0,1,8,Lightly_Increase,1,0.0,Not_Likely,0
46,42029,2015,65.50562419066014,66,3,Critical,2,0,12,Increase,2,-16.666666666666668,Not_Likely,0
47,51041,2015,76.62704693154285,77,13,Critical,2,0,-6,Lightly_Decrease,-1,11.764705882352942,Possible,1
48,21047,2015,9.249933006592126,10,5,Normal,1,1,13,Increase,2,-6.25,Not_Likely,0
49,42031,2015,14.926618369473296,15,4,Normal,1,-1,-9,Lightly_Decrease,-1,-33.333333333333336,Not_Likely,0
50,42033,2015,14.164968132139164,15,2,Normal,1,0,2,Stable,0,-14.285714285714286,Not_Likely,0
51,39025,2015,19.74707661487318,20,9,Normal,1,1,154,Extremely_Increase,3,-30.76923076923077,Not_Likely,0
52,39027,2015,29.73775356112319,30,5,Critical,2,-1,-17,Decrease,-2,-22.22222222222222,Not_Likely,0
53,51570,2015,7.621763105520121,8,11,Normal,1,0,6,Lightly_Increase,1,2.7777777777777777,Possible,1
54,42037,2015,16.556932399634434,17,5,Normal,1,0,-7,Lightly_Decrease,-1,0.0,Not_Likely,0
55,39029,2015,44.01569312055481,45,7,Critical,2,0,104,Increase,2,59.09090909090909,Highly_Possible,2
56,39033,2015,48.5703004437398,49,6,Critical,2,0,-19,Decrease,-2,0.0,Not_Likely,0
57,42039,2015,29.683295226537666,30,3,Critical,2,0,-1,Stable,0,0.0,Not_Likely,0
58,21055,2015,16.006367939865907,17,5,Normal,1,-1,-11,Decrease,-2,-18.75,Not_Likely,0
59,39035,2015,684.5010249409512,685,1,Severe,3,0,536,Extremely_Increase,3,87.5,Highly_Possible,2
60,51590,2015,13.146421606830225,14,3,Normal,1,0,-2,Stable,0,-10.0,Not_Likely,0
61,42043,2015,52.47626862418983,53,5,Critical,2,-2,-49,Decrease,-2,-38.888888888888886,Not_Likely,0
62,21059,2015,8.495525614495365,9,4,Normal,1,-1,-3,Stable,0,-6.25,Not_Likely,0
63,39039,2015,61.452548547443065,62,5,Critical,2,0,-4,Stable,0,7.142857142857143,Possible,1
64,39041,2015,39.94335613323748,40,5,Critical,2,0,35,Increase,2,37.5,Highly_Possible,2
65,42045,2015,327.28126026540235,328,3,Severe,3,0,65,Increase,2,0.0,Not_Likely,0
66,51051,2015,0.0037595611386542016,1,6,Good,0,1,13,Increase,2,-18.181818181818183,Not_Likely,0
67,54017,2015,5.081383498736361,6,8,Good,0,0,-1,Stable,0,20.833333333333332,Possible,1
68,39043,2015,18.20471430990227,19,3,Normal,1,1,57,Increase,2,50.0,Highly_Possible,2
69,42049,2015,65.54680627809195,66,1,Critical,2,0,-13,Decrease,-2,0.0,Not_Likely,0
70,51057,2015,14.290805978519945,15,6,Normal,1,0,2,Stable,0,22.727272727272727,Possible,1
71,51059,2015,108.02004612169571,109,9,Critical,2,0,46,Increase,2,20.0,Possible,1
72,21001,2015,2.4576927146249874,3,8,Good,0,0,1,Stable,0,-30.76923076923077,Not_Likely,0
73,51003,2015,29.7668510293748,30,7,Critical,2,-1,-22,Decrease,-2,-3.8461538461538463,Not_Likely,0
74,51005,2015,15.633900777729128,16,7,Normal,1,-1,-9,Lightly_Decrease,-1,-20.833333333333332,Not_Likely,0
75,39003,2015,60.796929417496365,61,6,Critical,2,0,-11,Decrease,-2,-5.0,Not_Likely,0
76,51009,2015,14.489153589040516,15,9,Normal,1,0,1,Stable,0,-10.0,Not_Likely,0
77,51015,2015,8.474812204997196,9,7,Normal,1,0,3,Stable,0,-10.0,Not_Likely,0
78,51017,2015,11.799904935547907,12,7,Normal,1,0,-4,Stable,0,-22.727272727272727,Not_Likely,0
79,42007,2015,47.3091401643645,48,7,Critical,2,0,-4,Stable,0,-10.0,Not_Likely,0
80,39013,2015,29.22476709053298,30,8,Critical,2,-1,-21,Decrease,-2,-15.0,Not_Likely,0
81,21017,2015,1.844052132829629,2,10,Good,0,0,2,Stable,0,-2.7777777777777777,Not_Likely,0
82,21019,2015,31.480165796613026,32,7,Critical,2,0,-1,Stable,0,4.545454545454546,Possible,1
83,21021,2015,17.200813783666472,18,10,Normal,1,1,9,Lightly_Increase,1,-20.0,Not_Likely,0
84,51520,2015,11.836081712694492,12,3,Normal,1,0,-2,Stable,0,-33.333333333333336,Not_Likely,0
85,51027,2015,35.43400164331722,36,5,Critical,2,0,-2,Stable,0,-11.11111111111111,Not_Likely,0
86,51530,2015,4.258913618345792,5,9,Good,0,1,4,Stable,0,-16.666666666666668,Not_Likely,0
87,21035,2015,4.865829394699909,5,4,Good,0,1,5,Stable,0,0.0,Not_Likely,0
88,21037,2015,160.65819155391912,161,9,Critical,2,0,-53,Decrease,-2,-17.857142857142858,Not_Likely,0
89,51031,2015,7.290736541497448,8,6,Normal,1,-1,-1,Stable,0,-10.0,Not_Likely,0
90,51035,2015,19.558681692489188,20,7,Normal,1,1,3,Stable,0,20.0,Possible,1
91,42027,2015,15.986946006657867,16,2,Normal,1,0,2,Stable,0,0.0,Not_Likely,0
92,39021,2015,56.59495554492772,57,6,Critical,2,-2,-50,Decrease,-2,-5.555555555555555,Not_Likely,0
93,21049,2015,9.196173968705367,10,10,Normal,1,1,16,Increase,2,-14.705882352941176,Not_Likely,0
94,51043,2015,4.690002925775374,5,7,Good,0,1,3,Stable,0,-29.166666666666668,Not_Likely,0
95,21051,2015,22.99298541983945,23,8,Normal,1,0,-5,Stable,0,-30.76923076923077,Not_Likely,0
96,21053,2015,11.410219276083364,12,5,Normal,1,-1,-10,Lightly_Decrease,-1,-12.5,Not_Likely,0
97,42035,2015,0.4702993372716757,1,1,Good,0,1,9,Lightly_Increase,1,8.333333333333334,Possible,1
98,39031,2015,20.841735967167047,21,5,Normal,1,0,-3,Stable,0,-18.75,Not_Likely,0
99,51045,2015,11.40248246628694,12,9,Normal,1,-1,-6,Lightly_Decrease,-1,-20.833333333333332,Not_Likely,0
100,51047,2015,7.901295460870104,8,10,Normal,1,1,37,Increase,2,10.714285714285714,Possible,1
101,21057,2015,15.892777661381702,16,5,Normal,1,0,-4,Stable,0,-22.22222222222222,Not_Likely,0
102,51049,2015,5.885237237940067,6,7,Good,0,0,-5,Stable,0,25.0,Possible,1
103,39037,2015,10.03013209106901,11,4,Normal,1,-1,-9,Lightly_Decrease,-1,-28.571428571428573,Not_Likely,0
104,51053,2015,10.02119049565838,11,11,Normal,1,0,3,Stable,0,6.25,Possible,1
105,21063,2015,4.907657483965936,5,8,Good,0,1,9,Lightly_Increase,1,-10.714285714285714,Not_Likely,0
106,51600,2015,11.535192256448257,12,8,Normal,1,0,5,Stable,0,20.0,Possible,1
107,39045,2015,197.7435338807841,198,5,Critical,2,0,-146,Extremely_Decrease,-3,-50.0,Not_Likely,0
108,21005,2015,10.171784079657426,11,11,Normal,1,0,4,Stable,0,15.625,Possible,1
109,51515,2015,14.007668102853096,15,9,Normal,1,0,-1,Stable,0,-19.23076923076923,Not_Likely,0
110,42013,2015,67.37522380222644,68,2,Critical,2,0,-20,Decrease,-2,-16.666666666666668,Not_Likely,0
111,51023,2015,23.130801352655453,24,10,Critical,2,-1,-16,Decrease,-2,-14.285714285714286,Not_Likely,0
112,42015,2015,10.44895444491743,11,1,Normal,1,0,10,Lightly_Increase,1,50.0,Highly_Possible,2
113,51037,2015,22.330862739647614,23,6,Normal,1,0,-15,Decrease,-2,-18.75,Not_Likely,0
114,42041,2015,12.227264556561757,13,5,Normal,1,0,0,Stable,0,-31.25,Not_Likely,0
115,42047,2015,1.19272454887824,2,4,Good,0,0,5,Stable,0,8.333333333333334,Possible,1
116,51595,2015,0.3491427763265369,1,5,Good,0,1,10,Lightly_Increase,1,18.75,Possible,1
117,21065,2015,9.804112867873165,10,10,Normal,1,0,5,Stable,0,-37.5,Not_Likely,0
118,54009,2015,3.960745031622737,4,8,Good,0,1,8,Lightly_Increase,1,-3.8461538461538463,Not_Likely,0
119,21031,2015,0.5027444078215166,1,6,Good,0,0,5,Stable,0,-12.5,Not_Likely,0
120,21039,2015,11.947774869097259,12,5,Normal,1,-1,-8,Lightly_Decrease,-1,21.428571428571427,Possible,1
121,39023,2015,2.9670690959256416,3,6,Good,0,0,1,Stable,0,-27.272727272727273,Not_Likely,0
122,54015,2015,0.13796121975918454,1,6,Good,0,0,0,Stable,0,16.666666666666668,Possible,1
123,21007,2015,5.25965430081501,6,4,Good,0,1,3,Stable,0,21.428571428571427,Possible,1
124,51025,2015,13.068201257294653,14,6,Normal,1,-1,-9,Lightly_Decrease,-1,0.0,Not_Likely,0
125,21033,2015,13.565191115925307,14,7,Normal,1,-1,-10,Lightly_Decrease,-1,-10.0,Not_Likely,0
126,51610,2015,5.237338020702683,6,7,Good,0,1,6,Lightly_Increase,1,20.0,Possible,1
127,21067,2015,169.21320140993322,170,12,Critical,2,0,-20,Decrease,-2,6.25,Possible,1
128,21061,2015,11.15129392015134,12,5,Normal,1,-1,-11,Decrease,-2,-40.90909090909091,Not_Likely,0
129,51061,2015,14.821054795903745,15,10,Normal,1,1,31,Increase,2,2.9411764705882355,Possible,1
130,51011,2015,1.4984753600714908,2,7,Good,0,1,11,Increase,2,-5.555555555555555,Not_Likely,0
131,39047,2015,10.868802962038878,11,7,Normal,1,0,2,Stable,0,-18.75,Not_Likely,0
132,42051,2015,64.4030096233332,65,3,Critical,2,0,6,Lightly_Increase,1,16.666666666666668,Possible,1
133,21071,2015,45.72856627889993,46,5,Critical,2,0,-11,Decrease,-2,8.333333333333334,Possible,1
134,51063,2015,7.931343736949322,8,8,Normal,1,0,5,Stable,0,3.8461538461538463,Possible,1
135,51065,2015,15.28516537745731,16,7,Normal,1,0,3,Stable,0,9.090909090909092,Possible,1
136,21073,2015,6.206654263931378,7,10,Good,0,2,26,Increase,2,13.88888888888889,Possible,1
137,39049,2015,447.19362344744593,448,6,Severe,3,0,345,Extremely_Increase,3,-7.142857142857143,Not_Likely,0
