,FIPS,Year,Score_County_3,Degree,Neignbor_County_Num,Drug_Use_Condition,Drug_Use_Rank,Rank_Var,Degree_Var,Drug_Use_Var,Drug_Use_Var_n
0,51001,2016,7.197585477854752,8,0,Normal,1,0,11,Lightly_Increase,1
1,39001,2016,22.393211653126272,23,6,Critical,2,0,2,Stable,0
2,42001,2016,15.784690827945996,16,3,Normal,1,-1,-12,Lightly_Decrease,-1
3,51510,2016,14.040070584909492,15,6,Normal,1,-1,-11,Lightly_Decrease,-1
4,42003,2016,166.4133724120204,167,4,Critical,2,1,1800,Extremely_Increase,3
5,21003,2016,6.790824505865114,7,4,Good,0,1,3,Stable,0
6,51007,2016,8.243753175149923,9,9,Normal,1,0,1,Stable,0
7,51013,2016,66.80694024538296,67,6,Critical,2,-2,-61,Decrease,-2
8,42005,2016,32.185074273878755,33,3,Critical,2,-1,-18,Lightly_Decrease,-1
9,39005,2016,59.59747792052194,60,5,Critical,2,0,72,Increase,2
10,39007,2016,59.32764939111679,60,0,Critical,2,0,1,Stable,0
11,39009,2016,33.744346298341945,34,7,Critical,2,0,0,Stable,0
12,39011,2016,10.199914468891963,11,6,Normal,1,0,0,Stable,0
13,54001,2016,10.325911854078537,11,8,Normal,1,0,-3,Stable,0
14,21009,2016,7.856086292854389,8,7,Normal,1,0,0,Stable,0
15,21011,2016,13.886039943843878,14,11,Normal,1,-1,-10,Stable,0
16,42009,2016,10.279166320355632,11,2,Normal,1,-1,-9,Stable,0
17,51019,2016,7.430155043574049,8,9,Normal,1,1,32,Increase,2
18,21013,2016,20.993972149045998,21,6,Normal,1,1,38,Increase,2
19,54003,2016,7.651730796133503,8,5,Normal,1,0,2,Stable,0
20,42011,2016,122.04763941054001,123,4,Critical,2,0,-100,Decrease,-2
21,51021,2016,3.6656498487531497,4,6,Good,0,1,3,Stable,0
22,21015,2016,17.82594137042289,18,7,Normal,1,0,1,Stable,0
23,54005,2016,6.4508877914293405,7,5,Good,0,1,3,Stable,0
24,21023,2016,13.646385190512866,14,11,Normal,1,0,8,Stable,0
25,54007,2016,11.285854696485314,12,7,Normal,1,-1,-7,Stable,0
26,21025,2016,12.04902724037138,13,8,Normal,1,0,-5,Stable,0
27,21027,2016,2.1873988153886748,3,5,Good,0,1,6,Stable,0
28,39015,2016,31.501890665576052,32,8,Critical,2,-1,-24,Decrease,-2
29,51029,2016,6.713118761554979,7,5,Good,0,0,-5,Stable,0
30,42017,2016,27.91762509720139,28,3,Critical,2,0,-4,Stable,0
31,21029,2016,17.3675460772352,18,6,Normal,1,0,-3,Stable,0
32,39017,2016,182.1947467817404,183,4,Critical,2,0,46,Increase,2
33,42019,2016,27.1517342325683,28,4,Critical,2,0,19,Lightly_Increase,1
34,54011,2016,0.3286376914580392,1,7,Good,0,2,42,Increase,2
35,54013,2016,3.6957540217113407,4,7,Good,0,1,13,Lightly_Increase,1
36,42021,2016,72.29188333429019,73,2,Critical,2,0,-21,Lightly_Decrease,-1
37,42023,2016,7.2133459093482575,8,2,Normal,1,0,3,Stable,0
38,42025,2016,14.022653746719714,15,5,Normal,1,0,-2,Stable,0
39,51033,2016,7.455217589459102,8,8,Normal,1,1,16,Lightly_Increase,1
40,21041,2016,0.5478514808391137,1,8,Good,0,1,12,Lightly_Increase,1
41,39019,2016,8.89684546089531,9,6,Normal,1,1,14,Lightly_Increase,1
42,21043,2016,19.35457539975872,20,7,Normal,1,0,-5,Stable,0
43,21045,2016,13.02773626334557,14,8,Normal,1,0,-5,Stable,0
44,51540,2016,10.703774604057452,11,8,Normal,1,0,0,Stable,0
45,51550,2016,14.615732548005875,15,8,Normal,1,0,4,Stable,0
46,42029,2016,77.53098562646561,78,3,Critical,2,0,75,Increase,2
47,51041,2016,70.47731523390472,71,13,Critical,2,0,212,Increase,2
48,21047,2016,22.265392030005327,23,5,Critical,2,-1,-8,Stable,0
49,42031,2016,5.5803595438184965,6,4,Good,0,1,3,Stable,0
50,42033,2016,16.47861656209759,17,2,Normal,1,0,-7,Stable,0
51,39025,2016,173.77410022135513,174,9,Critical,2,-2,-171,Decrease,-2
52,39027,2016,12.300251575422788,13,5,Normal,1,-1,-11,Lightly_Decrease,-1
53,51570,2016,13.618428868232675,14,11,Normal,1,-1,-12,Lightly_Decrease,-1
54,42037,2016,9.776022353353197,10,5,Normal,1,0,-2,Stable,0
55,39029,2016,148.3096473570339,149,7,Critical,2,0,-107,Decrease,-2
56,39033,2016,29.80794441190516,30,6,Critical,2,0,32,Increase,2
57,42039,2016,28.50120266659379,29,3,Critical,2,-1,-18,Lightly_Decrease,-1
58,21055,2016,5.503299189494759,6,5,Good,0,0,-1,Stable,0
59,39035,2016,1220.3766498139473,1221,1,Severe,3,0,3867,Extremely_Increase,3
60,51590,2016,11.92718004248332,12,3,Normal,1,0,-4,Stable,0
61,42043,2016,3.437270617222602,4,5,Good,0,1,17,Lightly_Increase,1
62,21059,2016,5.340479111481837,6,4,Good,0,0,-5,Stable,0
63,39039,2016,57.82886179190231,58,5,Critical,2,0,-30,Decrease,-2
64,39041,2016,74.05975104839065,75,5,Critical,2,0,0,Stable,0
65,42045,2016,392.762871127614,393,3,Severe,3,-1,-14,Lightly_Decrease,-1
66,51051,2016,13.268548149875706,14,6,Normal,1,0,-2,Stable,0
67,54017,2016,4.096997036620071,5,8,Good,0,1,2,Stable,0
68,39043,2016,75.78422139166348,76,3,Critical,2,0,-31,Decrease,-2
69,42049,2016,52.398430759365816,53,1,Critical,2,0,8,Stable,0
70,51057,2016,16.74362813568936,17,6,Normal,1,-1,-12,Lightly_Decrease,-1
71,51059,2016,154.91155989438298,155,9,Critical,2,0,-61,Decrease,-2
72,21001,2016,3.6096504218946333,4,8,Good,0,0,-3,Stable,0
73,51003,2016,7.224913865945285,8,7,Normal,1,0,7,Stable,0
74,51005,2016,6.812103746676984,7,7,Good,0,1,7,Stable,0
75,39003,2016,49.01870068948172,50,6,Critical,2,0,20,Lightly_Increase,1
76,51009,2016,15.968799300634524,16,9,Normal,1,0,-7,Stable,0
77,51015,2016,11.548398311046574,12,7,Normal,1,0,2,Stable,0
78,51017,2016,7.410226274153948,8,7,Normal,1,-1,-2,Stable,0
79,42007,2016,43.95330376354777,44,7,Critical,2,0,3,Stable,0
80,39013,2016,8.648649688121225,9,8,Normal,1,0,13,Lightly_Increase,1
81,21017,2016,3.7091619493833834,4,10,Good,0,1,12,Lightly_Increase,1
82,21019,2016,30.4940858740702,31,7,Critical,2,0,-6,Stable,0
83,21021,2016,26.648288842199893,27,10,Critical,2,0,0,Stable,0
84,51520,2016,9.715183353850296,10,3,Normal,1,-1,-9,Stable,0
85,51027,2016,33.893317583332745,34,5,Critical,2,0,11,Lightly_Increase,1
86,51530,2016,8.054172089651063,9,9,Normal,1,-1,-5,Stable,0
87,21035,2016,9.23183717336528,10,4,Normal,1,0,2,Stable,0
88,21037,2016,107.42297767618557,108,9,Critical,2,0,-25,Decrease,-2
89,51031,2016,6.7195366058048736,7,6,Good,0,1,3,Stable,0
90,51035,2016,22.537121546867052,23,7,Critical,2,-1,-13,Lightly_Decrease,-1
91,42027,2016,17.208832063824786,18,2,Normal,1,0,0,Stable,0
92,39021,2016,6.119018471591914,7,6,Good,0,2,28,Increase,2
93,21049,2016,25.42902318169654,26,10,Critical,2,-2,-23,Decrease,-2
94,51043,2016,7.876697019054866,8,7,Normal,1,-1,-7,Stable,0
95,21051,2016,17.120083895911566,18,8,Normal,1,0,-7,Stable,0
96,21053,2016,1.8318960384493423,2,5,Good,0,1,12,Lightly_Increase,1
97,42035,2016,9.152211136559695,10,1,Normal,1,-1,-6,Stable,0
98,39031,2016,17.141800686510727,18,5,Normal,1,1,15,Lightly_Increase,1
99,51045,2016,5.321989428025684,6,9,Good,0,1,7,Stable,0
100,51047,2016,44.429900490516864,45,10,Critical,2,-1,-24,Decrease,-2
101,21057,2016,11.55515981325562,12,5,Normal,1,-1,-6,Stable,0
102,51049,2016,0.9837494219417496,1,7,Good,0,1,6,Stable,0
103,39037,2016,1.1087548697686258,2,4,Good,0,1,10,Stable,0
104,51053,2016,13.305997357667207,14,11,Normal,1,0,2,Stable,0
105,21063,2016,13.26398977289666,14,8,Normal,1,-1,-9,Stable,0
106,51600,2016,16.29621014567306,17,8,Normal,1,-1,-12,Lightly_Decrease,-1
107,39045,2016,51.051981718734005,52,5,Critical,2,-1,-42,Decrease,-2
108,21005,2016,14.591136029372294,15,11,Normal,1,0,-5,Stable,0
109,51515,2016,13.642419498409946,14,9,Normal,1,-1,-10,Stable,0
110,42013,2016,47.433710199410676,48,2,Critical,2,0,46,Increase,2
111,51023,2016,7.774628223520938,8,10,Normal,1,0,6,Stable,0
112,42015,2016,20.955758592783248,21,1,Normal,1,0,-5,Stable,0
113,51037,2016,7.775618724987138,8,6,Normal,1,0,10,Stable,0
114,42041,2016,12.989009671500137,13,5,Normal,1,0,-3,Stable,0
115,42047,2016,6.123971912686983,7,4,Good,0,1,3,Stable,0
116,51595,2016,10.029180786484194,11,5,Normal,1,-1,-10,Stable,0
117,21065,2016,14.648624703543986,15,10,Normal,1,0,-4,Stable,0
118,54009,2016,11.614031316596677,12,8,Normal,1,0,5,Stable,0
119,21031,2016,5.560250241000945,6,6,Good,0,1,3,Stable,0
120,21039,2016,3.758117471844141,4,5,Good,0,1,7,Stable,0
121,39023,2016,3.249169065800687,4,6,Good,0,2,161,Increase,2
122,54015,2016,0.5923849144076339,1,6,Good,0,0,2,Stable,0
123,21007,2016,8.552007231672091,9,4,Normal,1,0,3,Stable,0
124,51025,2016,4.346558121782953,5,6,Good,0,1,4,Stable,0
125,21033,2016,3.2324747569323415,4,7,Good,0,0,0,Stable,0
126,51610,2016,11.271412462915663,12,7,Normal,1,0,-5,Stable,0
127,21067,2016,149.28044231605585,150,12,Critical,2,0,-120,Decrease,-2
128,21061,2016,0.5705318902815655,1,5,Good,0,0,5,Stable,0
129,51061,2016,45.49318848384838,46,10,Critical,2,0,21,Lightly_Increase,1
130,51011,2016,12.411842965384931,13,7,Normal,1,0,0,Stable,0
131,39047,2016,12.770548310653586,13,7,Normal,1,0,-6,Stable,0
132,42051,2016,70.66956312276042,71,3,Critical,2,0,-40,Decrease,-2
133,21071,2016,34.25094665744548,35,5,Critical,2,-1,-21,Lightly_Decrease,-1
134,51063,2016,12.259195789055507,13,8,Normal,1,0,-4,Stable,0
135,51065,2016,18.5496529129474,19,7,Normal,1,0,-10,Stable,0
136,21073,2016,32.95374546764265,33,10,Critical,2,-1,-12,Lightly_Decrease,-1
137,39049,2016,792.9246216971992,793,6,Severe,3,0,350,Extremely_Increase,3
138,42055,2016,35.740472961090134,36,3,Critical,2,0,23,Increase,2
139,51067,2016,7.5216462454210875,8,8,Normal,1,0,7,Stable,0
140,51069,2016,22.451186719091037,23,8,Critical,2,-1,-7,Stable,0
141,21075,2016,7.1248245398808026,8,2,Normal,1,0,3,Stable,0
142,42057,2016,2.283428054921973,3,3,Good,0,2,20,Lightly_Increase,1
143,51640,2016,9.821331589079632,10,4,Normal,1,0,-2,Stable,0
144,39053,2016,53.13990306551271,54,6,Critical,2,0,-9,Stable,0
145,39055,2016,23.454582816735943,24,2,Critical,2,-1,-8,Stable,0
146,51071,2016,15.1925427433972,16,8,Normal,1,0,-2,Stable,0
147,51073,2016,1.6432987397974892,2,13,Good,0,0,2,Stable,0
148,51075,2016,10.315604493430044,11,8,Normal,1,-1,-6,Stable,0
149,21081,2016,0.39999619040824463,1,11,Good,0,1,18,Lightly_Increase,1
150,54023,2016,13.903598521049865,14,4,Normal,1,-1,-9,Stable,0
151,21083,2016,17.161626169885494,18,6,Normal,1,-1,-13,Lightly_Decrease,-1
152,21085,2016,9.65552903891344,10,6,Normal,1,0,4,Stable,0
153,51077,2016,9.089519766394123,10,4,Normal,1,1,13,Lightly_Increase,1
154,54025,2016,8.714839474481735,9,4,Normal,1,0,6,Stable,0
155,39057,2016,43.779194514362075,44,7,Critical,2,-1,-28,Decrease,-2
156,42059,2016,9.906769898424304,10,6,Normal,1,0,2,Stable,0
157,51079,2016,8.646454426849747,9,9,Normal,1,0,1,Stable,0
158,39059,2016,10.351701967269749,11,6,Normal,1,1,43,Increase,2
159,51083,2016,7.971679148812635,8,3,Normal,1,0,8,Stable,0
160,39061,2016,1087.1831356165417,1088,6,Severe,3,0,1010,Extremely_Increase,3
161,51650,2016,12.95167409642298,13,13,Normal,1,0,2,Stable,0
162,39063,2016,74.19030982525798,75,6,Critical,2,0,42,Increase,2
163,51085,2016,29.524333121130823,30,9,Critical,2,0,27,Increase,2
164,39065,2016,28.940176817781893,29,7,Critical,2,-1,-8,Stable,0
165,54031,2016,13.27809516780538,14,4,Normal,1,-1,-9,Stable,0
166,54033,2016,46.510561310471275,47,9,Critical,2,-1,-40,Decrease,-2
167,51660,2016,12.065778449742348,13,7,Normal,1,0,-6,Stable,0
168,21099,2016,2.233552956370256,3,8,Good,0,0,1,Stable,0
169,21101,2016,1.0464155518461171,2,4,Good,0,1,14,Lightly_Increase,1
170,51087,2016,44.31279815226449,45,12,Critical,2,0,207,Increase,2
171,51089,2016,18.65339898763695,19,4,Normal,1,0,-8,Stable,0
172,39075,2016,10.19110704143274,11,5,Normal,1,0,0,Stable,0
173,21107,2016,1.5221589518123662,2,5,Good,0,1,11,Lightly_Increase,1
174,42061,2016,4.105238044624775,5,3,Good,0,0,0,Stable,0
175,39077,2016,45.787431500732716,46,6,Critical,2,0,-13,Lightly_Decrease,-1
176,42063,2016,10.05006563471624,11,3,Normal,1,-1,-6,Stable,0
177,39079,2016,41.318934899278396,42,5,Critical,2,0,32,Increase,2
178,54035,2016,4.2253463825066495,5,7,Good,0,1,12,Lightly_Increase,1
179,51095,2016,15.565324590221465,16,15,Normal,1,0,3,Stable,0
180,21111,2016,121.6177662345447,122,5,Critical,2,1,668,Extremely_Increase,3
181,39081,2016,16.937640092271128,17,9,Normal,1,0,1,Stable,0
182,42065,2016,12.583840875107446,13,4,Normal,1,0,8,Stable,0
183,54037,2016,13.647697030236824,14,6,Normal,1,0,-1,Stable,0
184,21115,2016,10.050114807979204,11,7,Normal,1,0,-4,Stable,0
185,21117,2016,115.96064932473557,116,8,Critical,2,0,202,Increase,2
186,51099,2016,6.601142183411447,7,6,Good,0,1,0,Stable,0
187,51101,2016,1.0581130050906282,2,9,Good,0,1,19,Lightly_Increase,1
188,21119,2016,21.63025890040748,22,6,Normal,1,-1,-18,Lightly_Decrease,-1
189,21121,2016,28.113172527827892,29,5,Critical,2,0,1,Stable,0
190,39083,2016,23.175674314747383,24,5,Critical,2,-1,-11,Lightly_Decrease,-1
191,42069,2016,177.69225184773723,178,6,Critical,2,0,-42,Decrease,-2
192,39085,2016,509.57375399456805,510,1,Severe,3,-1,-222,Extremely_Decrease,-3
193,42071,2016,30.669296270147914,31,4,Critical,2,0,34,Increase,2
194,21125,2016,12.900347050986113,13,6,Normal,1,0,6,Stable,0
195,42075,2016,80.94710493448534,81,4,Critical,2,0,-13,Lightly_Decrease,-1
196,42077,2016,32.9499329443345,33,4,Critical,2,0,37,Increase,2
197,39089,2016,35.800452884317984,36,6,Critical,2,-1,-17,Lightly_Decrease,-1
198,21141,2016,5.019697526865321,6,5,Good,0,1,4,Stable,0
199,39091,2016,27.09178547428936,28,5,Critical,2,-1,-13,Lightly_Decrease,-1
200,54045,2016,27.781288401380515,28,5,Critical,2,0,15,Lightly_Increase,1
201,51107,2016,22.55303118620568,23,9,Critical,2,0,56,Increase,2
202,51109,2016,20.830044861600985,21,7,Normal,1,0,-6,Stable,0
203,21069,2016,12.518689644034556,13,10,Normal,1,0,7,Stable,0
204,51620,2016,10.095188101424144,11,5,Normal,1,-1,-10,Stable,0
205,51630,2016,12.853226360270286,13,8,Normal,1,0,-1,Stable,0
206,39051,2016,10.858057287616235,11,4,Normal,1,-1,-8,Stable,0
207,21079,2016,4.911761176932119,5,9,Good,0,1,10,Stable,0
208,21087,2016,4.037286437010782,5,7,Good,0,0,-2,Stable,0
209,51081,2016,11.169543760779767,12,5,Normal,1,1,16,Lightly_Increase,1
210,21089,2016,17.82681505452961,18,5,Normal,1,-1,-14,Lightly_Decrease,-1
211,54029,2016,15.304908490418622,16,7,Normal,1,0,-1,Stable,0
212,21095,2016,24.114185006098083,25,5,Critical,2,-2,-24,Decrease,-2
213,21097,2016,16.238123633130073,17,10,Normal,1,0,-5,Stable,0
214,21103,2016,14.907885975750036,15,8,Normal,1,0,-3,Stable,0
215,39071,2016,33.03910339811966,34,7,Critical,2,-1,-17,Lightly_Decrease,-1
216,51670,2016,11.668836023211878,12,13,Normal,1,0,0,Stable,0
217,21109,2016,13.198894007267723,14,8,Normal,1,-1,-9,Stable,0
218,21113,2016,21.518102759003266,22,12,Normal,1,0,-3,Stable,0
219,54039,2016,69.21269338058451,70,4,Critical,2,0,39,Increase,2
